x1i10hfl_href,x193iq5w,xdj266r,x1i10hfl,x1i10hfl_href_3,x193iq5w_2,platform,style-scope_src,yt-simple-endpoint_href,style-scope,yt-simple-endpoint,yt-simple-endpoint_href_2,yt-core-attributed-string,style-scope_2,style-scope_3,unnamed:_8,unnamed:_9,unnamed:_10,css-175oi2r_href,css-9pa8cd_src,css-175oi2r_href_2,css-1jxf684,css-1jxf684_2,css-1jxf684_3,css-175oi2r_href_5,css-175oi2r_href_6,css-1jxf684_4,css-1jxf684_5,css-1jxf684_6,css-1jxf684_8,css-146c3p1_href,css-146c3p1,r-4qtqp9_src,xpdipgo_src,x1i10hfl_href_2,_ap3a,_a9ze,x1lliihq,x1lliihq_2,_a9yi,css-9pu1vy-styleduserlinkavatar_href,css-11j0z2t-imgavatar_src,css-1uxwbtk-spanusernametext,css-z35s28-pcommenttext,css-ckdg7w-spancreatedtime,css-1fhml0h-spancount,unnamed:_6,unnamed:_7,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@user1015204192547,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,habibah,ada tas hp gak,19-Mar,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@joel21877,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2e9c6cc64e3b8f52555cca61a81b32c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ea2bb60b&x-expires=1755824400&x-signature=%2FzuH%2BqpnzCYk6PFxpBpBCC1hyQ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,joel,ransel dunk,16-Mar,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@dewida1802,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7778d522ccd676fc46e13b027e9fbf0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d83feec7&x-expires=1755824400&x-signature=UhBBUv3kPoEjm3InC1Ioy2W9eY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,dewida.store21,"aku jg di beliin pacar aku,,,,awet bngt,,,bagus,,,,sampe tak cari LG tokonya karena kepengen beli LG,,,,",6/27/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@eryus_72,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/03844d51337191b3450a65f84dcdb4a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe732faa&x-expires=1755824400&x-signature=PklD8cUgfA5bLcgRMHwOTphZGE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Mom'er,lebih murah mn sm jogya?,12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ajayasgar635,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a59b92bc9544d0f222573541f8faca05~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f809a24d&x-expires=1755824400&x-signature=mL4GU%2FZaL2yaVV%2FkWKqzkPbNXjE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ajay asgar635,mahal kalau lagi ga ada duit nua😂😂😂,11/3/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@imasrositasz,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/61f4186b1a977eb594804332755e4bad~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d8263abd&x-expires=1755824400&x-signature=emZ1CxVcdiU5u8ysDXK%2FYf7qzF0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"😇Imas Rosita,S.H❤",🥰🥰🥰,10/29/2024,1,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@endah.wahyurini2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7377032126163288069~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1a98fd5b&x-expires=1755824400&x-signature=DA6pi3iwYitLNAE1dgHhjZ3O5Wc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Endah Wahyurini,😁,3 h yang lalu,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@maltacardena,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/09661203ea6bdd492b8e776f8af47d3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=20ea82fa&x-expires=1755824400&x-signature=qSNDqjr4ir4Y%2Bnk0ax5PDjUm9E4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Tatadhena,😁,11-Jul,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@dody.viles,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2af45e0d6f08a3229d3307bc30126e28~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=023ba604&x-expires=1755824400&x-signature=Y8Dva1Bdv84DLB99LbcS8GijHV4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Dody Viles,😂,4-Jul,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@ni4ulala,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/b57118047d166f2f7f34b026e2858c7b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b5d80c3a&x-expires=1755824400&x-signature=vmqH5MuhRj8OYBaWrqbGTzRQiko%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ar'sni@,🙏,27-Jun,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@azizjamil2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7329596697401622536~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c4cd8e6b&x-expires=1755824400&x-signature=8%2Bi%2Fq1i%2FKGu83wZpojQDRxAoBEo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,aziz Jamil,😂,19-Jun,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@riamegaaa,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1f9638c72b61d8763290ea24d1bfc515~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1383f9b1&x-expires=1755824400&x-signature=KCog4hZyzOzQGnl3mcB5BcB9j1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Riamega's,💝💝💝,3-Jun,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rilamusi,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,rilamusi,😁,12-Mar,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@emadamayanti533,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7323236037612797954~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9fb7fc5d&x-expires=1755824400&x-signature=UQ3OVzywT4M2Bb%2Frw97Dngj%2F5YU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,emadamayanti533,🥰,8-Jan,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@emadamayanti533,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7323236037612797954~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9fb7fc5d&x-expires=1755824400&x-signature=UQ3OVzywT4M2Bb%2Frw97Dngj%2F5YU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,emadamayanti533,😂,8-Jan,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@happyfourteen,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d81be5daa5ef5a1aa26a325a18b74a4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5a7ef8b9&x-expires=1755824400&x-signature=LJj2jCFNM0y1gRmPfbl6D8jC9ug%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,happyfourteen,🥰🥰🥰,6-Jan,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rahayu87535,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Rahayu Windy,🥰,12/22/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@mey73g,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/3739401e509563aae6821f9af5bb0e4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d5142146&x-expires=1755824400&x-signature=ITcaCotPV8%2BjoNI4UfKec4Sb684%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Meydh,🥰,12/22/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@hanahamidah68,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cbcaf133ca445ccd56c2b20301b6456c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a603ebab&x-expires=1755824400&x-signature=Bcc%2BeeXqdy0UDlQdFQr24T1nI7k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,.,🥰,12/15/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@marisma1994,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/72701b57514a8212b6991b109d7905e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=755cbb1a&x-expires=1755824400&x-signature=6ZXMdGXHCHQlCocLZeXwJm%2FTCm8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Risma,😁,12/9/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@chaeroni_roni,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ac96d74140ce49cf4ba243c23dce2a16~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c7de9d5&x-expires=1755824400&x-signature=WHWf7W07hWFR34TwVE2ifvKY1o4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,chaeroni,👍👍,8/6/2024,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@lonely0609,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,leni,tas sandal ku made in nunu semua 🥰,28-Jun,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@elfadiantina27,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5a351f97b0b4f29c507006d324fffc20~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=45487713&x-expires=1755824400&x-signature=TSkqfet4ErrYz9cwGN3HXufA1CE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Evoyyy Shop,Spil sepatu boot cewek dong teh,31-May,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@yeti.rohayati37,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7372164555144888326~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ecdfc31d&x-expires=1755824400&x-signature=LQ6If8LIqDx9QQ4%2FccERuQ0OxIY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yeti Rohayati,nunu langganan sy teh,18-Jan,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@effff3333,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/17983c92aa47c76265ed6bde4ddda0b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0639601&x-expires=1755824400&x-signature=C6elrEr3cNULPI4RygyoSGLKAbY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ef3,GK ada keranjang kuning,12/25/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rostianit_sauri,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=195677116163112&height=240&width=240&ext=1666702631&hash=AeQRcG2q0xxXdJQfaDk,rostianitsauri,teh ..konternya sebelah mana,12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@kibar0203,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9a498558daf576a857ba797c15d652fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ae8fe7cc&x-expires=1755824400&x-signature=JSm%2FY4EiUeEWlHXTOsuwCeJ6nY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kibar,kakak kl bisa modelnya lebih kekinian ya,12/18/2023,2,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@capung.lanang,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c078039b019f924a829cb992e537360f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=916067ad&x-expires=1755824400&x-signature=jeNveZsdZRsxOjr2FWci3Fkfpb0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,👳  Pak Ustad 👳,"produk garut bukan kaleng2 bhan ny dr kulit asli sprti, spatu, sandal ,tas , gesfer, gk usah di ragukn lg pkok nya👍",4/18/2024,1,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@herninursamsi296,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/77f7444e4c4b8b7c18d3b71f38d83f4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=12890f3f&x-expires=1755824400&x-signature=rf47JV46T0BJ5HMzStRlJfM%2FbOw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ssi296,teh minta klo mau pesen gmn,12/18/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rostianit_sauri,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=195677116163112&height=240&width=240&ext=1666702631&hash=AeQRcG2q0xxXdJQfaDk,rostianitsauri,produk garut emang awet,12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rostianit_sauri,,rostianitsauri,teh ..konternya sebelah mana,12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rostianit_sauri,,rostianitsauri,produk garut emang awet,12/17/2023,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,css-1hy7ilt-StyledUserLinkName,css-1uxwbtk-SpanUserNameText 2,css-1ukkmsa-SpanIdentity,,,,,,,,,,,,,,,,,,,,,,,css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount,css-9pu1vy-StyledUserLinkAvatar href 2,css-11j0z2t-ImgAvatar src 2,css-z35s28-PCommentText 2,css-ckdg7w-SpanCreatedTime 2,css-y7dpb8-SpanReplyButton 2,css-1fhml0h-SpanCount 2,css-1q6udfz-PReplyActionText,
,,,,,,tiktok,,,,,,,,,·,nyonyadiraaa,Kreator,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@fitri.ynn,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eeb4a3cbc47a58603062ffdbfcf575ec~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=04036b51&x-expires=1755824400&x-signature=xvCcpHomyOkIBSRL%2Fu2ANuU%2Fn%2B8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fitri.ynn,Spilll kacamatanya th dir,13-Mar,0,https://www.tiktok.com/@nyonyadiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e6dd2e25a81604ab445dd29cf2e0d9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f1c0e353&x-expires=1755910800&x-signature=H%2FOQ3plPONlZ3m8RUsyon4pXrbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,hayu ka,14-Mar,Jawab,0,Lihat 1 lainnya,
,,,,,,tiktok,,,,,,,,,·,nyonyadiraaa,Kreator,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rrosmawati,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8306557e6094f18f6a8f1e55ac1cf1d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=388a00fd&x-expires=1755824400&x-signature=%2BsLAMy4JC%2BbsWCSvgiT3eflBP0A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,rrosmawati,tteh nha d krudung na jiga c Marsha 🤭,13-Mar,1,https://www.tiktok.com/@nyonyadiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e6dd2e25a81604ab445dd29cf2e0d9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f1c0e353&x-expires=1755910800&x-signature=H%2FOQ3plPONlZ3m8RUsyon4pXrbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,😭😭,14-Mar,Jawab,1,Lihat 1 lainnya,
,,,,,,tiktok,,,,,,,,,·,nyonyadiraaa,Kreator,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@destiafitriyani2112,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1a323494774c007d96aea6712e4e8661~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=52235c72&x-expires=1755824400&x-signature=tUE3FxDIXjzRQHUjDMZQiVBxvD0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,destia,spil dmna tempat tas na teh,13-Mar,0,https://www.tiktok.com/@nyonyadiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e6dd2e25a81604ab445dd29cf2e0d9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f1c0e353&x-expires=1755910800&x-signature=H%2FOQ3plPONlZ3m8RUsyon4pXrbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,dpn pt chngsin,13-Mar,Jawab,2,Lihat 2 lainnya,
,,,,,,tiktok,,,,,,,,,·,nyonyadiraaa,Kreator,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@tehcintathea89,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3310bb12afaa625b95f11b3f5d7f77f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6b320c4f&x-expires=1755824400&x-signature=Vs1Of%2BPYk%2BtvQTbZyCDYOA6hmuU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,@tehcintathea,spil skincare nya,13-Mar,0,https://www.tiktok.com/@nyonyadiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e6dd2e25a81604ab445dd29cf2e0d9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f1c0e353&x-expires=1755910800&x-signature=H%2FOQ3plPONlZ3m8RUsyon4pXrbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,ada d kranjangkuning🥰,14-Mar,Jawab,2,Lihat 1 lainnya,
,,,,,,tiktok,,,,,,,,,·,nyonyadiraaa,Kreator,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@semarakpesta01,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c844efe442f45ec848f5e13e76f63dc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e65fcc10&x-expires=1755824400&x-signature=wvvhutqtbYr9tzRoDdRwiYl63Hk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,semarakpesta01,"cemunguuut yaaa nyonya beledak,,, pulang kerja langsung endorse,, 👍👍👍",13-Mar,6,https://www.tiktok.com/@nyonyadiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e6dd2e25a81604ab445dd29cf2e0d9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f1c0e353&x-expires=1755910800&x-signature=H%2FOQ3plPONlZ3m8RUsyon4pXrbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,aminn🥰,13-Mar,Jawab,0,Sembunyikan,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@romyelisa24,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/48f17f1d6a090dbe6d517250f5b12bb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c6b2a552&x-expires=1755824400&x-signature=8VMBQ9ekDXo3wmxNPZfwMaXEVN0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Romyelissa,th eta skincare ranata kumha meserna...d tiktokna euweuh keranjangan,28-Mar,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@barudak.naten,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/12b13fa191489849517942886a96d07b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=abe5241b&x-expires=1755824400&x-signature=TgbQS2mcG2Do9Nx2l791XL5hafY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Barudak Naten,Bukan Sukaregang nya Neng,13-Mar,0,,,,,,,Lihat 1 balasan,
,,,,,,tiktok,,,,,,,,,·,nyonyadiraaa,Kreator,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@m.azka.mulyana,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/75a1be8fbba95851673f1287e4168198~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9979a3c0&x-expires=1755824400&x-signature=tJOB7FDhtcEzkqPBbR%2FaWuAAq5c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fans Persib⭐⭐⭐⭐💙🏆,"belanja yeuh, hoyong di sapa",13-Mar,0,https://www.tiktok.com/@nyonyadiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8e6dd2e25a81604ab445dd29cf2e0d9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=14579&refresh_token=f1c0e353&x-expires=1755910800&x-signature=H%2FOQ3plPONlZ3m8RUsyon4pXrbU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,hayuuuu,14-Mar,Jawab,0,Sembunyikan,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@biyaa.266,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a44f5da7d218255fcb5c81ab1077262e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6d6f20fa&x-expires=1755824400&x-signature=Q3BowObB%2F4l1ymH7cnS1d3wZs4g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Biyaa.26,spill mulai harga brp,16-Jul,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@opet6206,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/17a76df0f0993a33c9d2fc388628da2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=96dd2bc2&x-expires=1755824400&x-signature=CbbCPZvB5b7clSrj%2FDFOTTVsaFo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𖦹,asa langsing nyonyadira,15-Mar,0,,,,,,,,
,,,,,,tiktok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@quinshaaa05,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,quin,akhir nya nyonya dira beli tas juga nu kmri mh bisi nga burusut mawa duit na alah paur😞,14-Mar,0,,,,,,,,
